ar,wg,chapter,Total,country_id,Country
2,1,9,1,5,Argentina
2,1,9,1,20,Canada
2,1,9,1,49,Italy
2,1,9,1,107,Netherlands
2,1,9,1,73,New Zealand
2,1,9,1,102,Switzerland
2,1,TS,10,113,USA
2,1,TS,6,117,United Kingdom
2,1,TS,2,6,Australia
2,1,TS,2,20,Canada
2,1,TS,2,53,Kenya
2,1,TS,1,16,Brazil
2,1,TS,1,107,Netherlands
2,1,TS,1,73,New Zealand
2,1,TS,1,101,Sweden
2,1,TS,1,102,Switzerland
2,2,1,8,6,Australia
2,2,1,8,113,USA
2,2,1,4,36,Germany
2,2,1,4,102,Switzerland
2,2,1,2,101,Sweden
2,2,1,2,117,United Kingdom
2,2,1,1,7,Austria
2,2,1,1,20,Canada
2,2,1,1,23,China
2,2,1,1,26,Cuba
2,2,1,1,49,Italy
2,2,1,1,53,Kenya
2,2,1,1,59,Malawi
2,2,1,1,107,Netherlands
2,2,1,1,81,Philippines
2,2,1,1,82,Poland
2,2,1,1,86,Russian Federation
2,2,10,11,113,USA
2,2,10,2,20,Canada
2,2,10,2,42,Hungary
2,2,10,2,102,Switzerland
2,2,10,1,6,Australia
2,2,10,1,23,China
2,2,10,1,36,Germany
2,2,10,1,44,India
2,2,10,1,48,Israel
2,2,10,1,51,Japan
2,2,10,1,72,Nepal
2,2,10,1,80,Peru
2,2,10,1,117,United Kingdom
2,2,11,5,113,USA
2,2,11,1,26,Cuba
2,2,11,1,35,France
2,2,11,1,51,Japan
2,2,11,1,53,Kenya
2,2,11,1,117,United Kingdom
2,2,11,1,121,Vietnam
2,2,12,5,113,USA
2,2,12,3,117,United Kingdom
2,2,12,2,51,Japan
2,2,12,1,44,India
2,2,12,1,53,Kenya
2,2,12,1,64,Mexico
2,2,12,1,107,Netherlands
2,2,12,1,98,Sri Lanka
2,2,12,1,123,Zimbabwe
2,2,13,7,113,USA
2,2,13,2,20,Canada
2,2,13,2,36,Germany
2,2,13,2,107,Netherlands
2,2,13,1,6,Australia
2,2,13,1,23,China
2,2,13,1,35,France
2,2,13,1,49,Italy
2,2,13,1,53,Kenya
2,2,13,1,73,New Zealand
2,2,13,1,81,Philippines
2,2,13,1,86,Russian Federation
2,2,13,1,97,Spain
2,2,13,1,117,United Kingdom
2,2,14,6,113,USA
2,2,14,2,42,Hungary
2,2,14,2,82,Poland
2,2,14,2,102,Switzerland
2,2,14,1,6,Australia
2,2,14,1,10,Belgium
2,2,14,1,36,Germany
2,2,14,1,51,Japan
2,2,14,1,53,Kenya
2,2,14,1,1,N/A
2,2,14,1,107,Netherlands
2,2,14,1,104,Tanzania
2,2,15,6,20,Canada
2,2,15,3,113,USA
2,2,15,2,44,India
2,2,15,1,23,China
2,2,15,1,36,Germany
2,2,15,1,51,Japan
2,2,15,1,60,Malaysia
2,2,15,1,86,Russian Federation
2,2,15,1,101,Sweden
2,2,15,1,104,Tanzania
2,2,16,18,113,USA
2,2,16,3,6,Australia
2,2,16,3,73,New Zealand
2,2,16,2,20,Canada
2,2,16,2,35,France
2,2,16,1,53,Kenya
2,2,16,1,64,Mexico
2,2,16,1,86,Russian Federation
2,2,16,1,117,United Kingdom
2,2,17,2,117,United Kingdom
2,2,17,2,113,USA
2,2,17,1,50,Jamaica
2,2,17,1,104,Tanzania
2,2,18,7,113,USA
2,2,18,3,117,United Kingdom
2,2,18,2,5,Argentina
2,2,18,1,20,Canada
2,2,18,1,36,Germany
2,2,18,1,51,Japan
2,2,18,1,53,Kenya
2,2,18,1,64,Mexico
2,2,18,1,107,Netherlands
2,2,18,1,73,New Zealand
2,2,18,1,102,Switzerland
2,2,18,1,120,Venezuela
2,2,19,4,113,USA
2,2,19,3,35,France
2,2,19,3,51,Japan
2,2,19,3,117,United Kingdom
2,2,19,2,7,Austria
2,2,19,2,23,China
2,2,19,2,28,Denmark
2,2,19,1,16,Brazil
2,2,19,1,20,Canada
2,2,19,1,34,Finland
2,2,19,1,36,Germany
2,2,19,1,43,Iceland
2,2,19,1,44,India
2,2,19,1,107,Netherlands
2,2,19,1,88,Saudi Arabia
2,2,19,1,101,Sweden
2,2,19,1,120,Venezuela
2,2,2,16,113,USA
2,2,2,4,5,Argentina
2,2,2,2,6,Australia
2,2,2,2,53,Kenya
2,2,2,2,123,Zimbabwe
2,2,2,1,20,Canada
2,2,2,1,26,Cuba
2,2,2,1,51,Japan
2,2,2,1,97,Spain
2,2,2,1,117,United Kingdom
2,2,20,1,35,France
2,2,20,1,44,India
2,2,20,1,51,Japan
2,2,20,1,107,Netherlands
2,2,20,1,113,USA
2,2,21,7,113,USA
2,2,21,4,7,Austria
2,2,21,2,35,France
2,2,21,2,117,United Kingdom
2,2,21,1,16,Brazil
2,2,21,1,41,Hong Kong
2,2,21,1,49,Italy
2,2,21,1,51,Japan
2,2,21,1,107,Netherlands
2,2,21,1,74,Nigeria
2,2,21,1,91,Sierra Leone
2,2,22,7,113,USA
2,2,22,1,5,Argentina
2,2,22,1,23,China
2,2,22,1,51,Japan
2,2,22,1,117,United Kingdom
2,2,23,16,113,USA
2,2,23,6,20,Canada
2,2,23,2,35,France
2,2,23,2,36,Germany
2,2,23,2,44,India
2,2,23,2,117,United Kingdom
2,2,23,1,6,Australia
2,2,23,1,16,Brazil
2,2,23,1,23,China
2,2,23,1,45,Indonesia
2,2,23,1,49,Italy
2,2,23,1,51,Japan
2,2,23,1,73,New Zealand
2,2,23,1,86,Russian Federation
2,2,24,5,113,USA
2,2,24,3,36,Germany
2,2,24,2,7,Austria
2,2,24,2,117,United Kingdom
2,2,24,1,16,Brazil
2,2,24,1,34,Finland
2,2,24,1,44,India
2,2,24,1,107,Netherlands
2,2,24,1,101,Sweden
2,2,25,3,113,USA
2,2,25,2,44,India
2,2,25,1,107,Netherlands
2,2,26,3,113,USA
2,2,26,2,51,Japan
2,2,26,1,34,Finland
2,2,26,1,53,Kenya
2,2,26,1,72,Nepal
2,2,26,1,117,United Kingdom
2,2,27,5,113,USA
2,2,27,1,16,Brazil
2,2,27,1,28,Denmark
2,2,27,1,91,Sierra Leone
2,2,27,1,105,Thailand
2,2,28,4,113,USA
2,2,28,1,105,Thailand
2,2,3,4,6,Australia
2,2,3,1,88,Saudi Arabia
2,2,3,1,95,South Africa
2,2,4,4,95,South Africa
2,2,4,4,117,United Kingdom
2,2,4,2,5,Argentina
2,2,4,2,23,China
2,2,4,2,35,France
2,2,4,2,36,Germany
2,2,4,2,44,India
2,2,4,2,49,Italy
2,2,4,1,3,Algeria
2,2,4,1,42,Hungary
2,2,4,1,51,Japan
2,2,4,1,53,Kenya
2,2,4,1,97,Spain
2,2,4,1,112,Turkmenistan
2,2,4,1,113,USA
2,2,5,9,113,USA
2,2,5,7,102,Switzerland
2,2,5,4,75,Norway
2,2,5,3,35,France
2,2,5,2,23,China
2,2,5,2,34,Finland
2,2,5,1,28,Denmark
2,2,5,1,36,Germany
2,2,5,1,53,Kenya
2,2,5,1,72,Nepal
2,2,5,1,86,Russian Federation
2,2,5,1,101,Sweden
2,2,5,1,117,United Kingdom
2,2,5,1,120,Venezuela
2,2,6,6,113,USA
2,2,6,3,34,Finland
2,2,6,2,20,Canada
2,2,6,2,107,Netherlands
2,2,6,2,101,Sweden
2,2,6,2,117,United Kingdom
2,2,6,1,5,Argentina
2,2,6,1,12,Benin
2,2,6,1,23,China
2,2,7,7,113,USA
2,2,7,4,5,Argentina
2,2,7,4,20,Canada
2,2,7,2,73,New Zealand
2,2,7,2,86,Russian Federation
2,2,7,2,102,Switzerland
2,2,7,2,117,United Kingdom
2,2,7,1,6,Australia
2,2,7,1,23,China
2,2,7,1,28,Denmark
2,2,7,1,49,Italy
2,2,7,1,51,Japan
2,2,8,8,113,USA
2,2,8,6,80,Peru
2,2,8,5,86,Russian Federation
2,2,8,4,36,Germany
2,2,8,3,6,Australia
2,2,8,2,44,India
2,2,8,1,23,China
2,2,8,1,33,Fiji
2,2,8,1,35,France
2,2,8,1,117,United Kingdom
2,2,9,7,117,United Kingdom
2,2,9,5,113,USA
2,2,9,3,6,Australia
2,2,9,3,107,Netherlands
2,2,9,2,23,China
2,2,9,2,51,Japan
2,2,9,2,73,New Zealand
2,2,9,1,9,Barbados
2,2,9,1,20,Canada
2,2,9,1,36,Germany
2,2,9,1,44,India
2,2,9,1,1,N/A
2,2,9,1,102,Switzerland
2,2,9,1,120,Venezuela
2,2,A,8,6,Australia
2,2,A,7,117,United Kingdom
2,2,A,7,113,USA
2,2,A,5,36,Germany
2,2,A,1,35,France
2,2,A,1,49,Italy
2,2,A,1,107,Netherlands
2,2,A,1,75,Norway
2,2,A,1,101,Sweden
2,2,B,2,7,Austria
2,2,B,1,16,Brazil
2,2,B,1,20,Canada
2,2,B,1,51,Japan
2,2,B,1,101,Sweden
2,2,B,1,113,USA
2,2,TS,35,113,USA
2,2,TS,7,51,Japan
2,2,TS,7,117,United Kingdom
2,2,TS,6,23,China
2,2,TS,6,44,India
2,2,TS,6,53,Kenya
2,2,TS,5,35,France
2,2,TS,4,6,Australia
2,2,TS,4,107,Netherlands
2,2,TS,4,101,Sweden
2,2,TS,4,102,Switzerland
2,2,TS,3,36,Germany
2,2,TS,3,120,Venezuela
2,2,TS,2,5,Argentina
2,2,TS,2,7,Austria
2,2,TS,2,16,Brazil
2,2,TS,2,20,Canada
2,2,TS,2,26,Cuba
2,2,TS,2,64,Mexico
2,2,TS,2,82,Poland
2,2,TS,1,9,Barbados
2,2,TS,1,12,Benin
2,2,TS,1,42,Hungary
2,2,TS,1,1,N/A
2,2,TS,1,72,Nepal
2,2,TS,1,73,New Zealand
2,2,TS,1,75,Norway
2,2,TS,1,81,Philippines
2,2,TS,1,86,Russian Federation
2,2,TS,1,88,Saudi Arabia
2,2,TS,1,91,Sierra Leone
2,2,TS,1,92,Singapore
2,2,TS,1,95,South Africa
2,2,TS,1,110,Tunisia
2,2,TS,1,121,Vietnam
2,2,TS,1,123,Zimbabwe
2,3,1,4,113,USA
2,3,1,2,1,N/A
2,3,1,1,16,Brazil
2,3,1,1,23,China
2,3,1,1,51,Japan
2,3,10,7,113,USA
2,3,10,2,107,Netherlands
2,3,10,1,44,India
2,3,10,1,91,Sierra Leone
2,3,10,1,117,United Kingdom
2,3,11,3,6,Australia
2,3,11,2,113,USA
2,3,11,1,20,Canada
2,3,11,1,51,Japan
2,3,11,1,101,Sweden
2,3,11,1,115,Uganda
2,3,11,1,117,United Kingdom
2,3,2,4,44,India
2,3,2,3,35,France
2,3,2,3,102,Switzerland
2,3,2,3,113,USA
2,3,2,2,117,United Kingdom
2,3,2,1,5,Argentina
2,3,2,1,20,Canada
2,3,3,2,117,United Kingdom
2,3,3,1,1,N/A
2,3,3,1,78,Pakistan
2,3,3,1,86,Russian Federation
2,3,3,1,113,USA
2,3,4,3,113,USA
2,3,4,2,1,N/A
2,3,4,1,98,Sri Lanka
2,3,5,2,75,Norway
2,3,5,2,113,USA
2,3,5,1,96,South Korea
2,3,5,1,98,Sri Lanka
2,3,6,3,113,USA
2,3,6,2,44,India
2,3,6,2,107,Netherlands
2,3,6,1,117,United Kingdom
2,3,7,5,113,USA
2,3,7,2,107,Netherlands
2,3,7,1,8,Bangladesh
2,3,7,1,36,Germany
2,3,7,1,88,Saudi Arabia
2,3,7,1,97,Spain
2,3,7,1,101,Sweden
2,3,7,1,117,United Kingdom
2,3,7,1,123,Zimbabwe
2,3,8,8,113,USA
2,3,8,3,35,France
2,3,8,2,16,Brazil
2,3,8,2,20,Canada
2,3,8,2,49,Italy
2,3,8,1,7,Austria
2,3,8,1,28,Denmark
2,3,8,1,44,India
2,3,8,1,86,Russian Federation
2,3,8,1,89,Senegal
2,3,8,1,91,Sierra Leone
2,3,8,1,117,United Kingdom
2,3,9,9,113,USA
2,3,9,3,35,France
2,3,9,2,16,Brazil
2,3,9,2,20,Canada
2,3,9,2,86,Russian Federation
2,3,9,1,7,Austria
2,3,9,1,28,Denmark
2,3,9,1,44,India
2,3,9,1,49,Italy
2,3,9,1,89,Senegal
2,3,9,1,91,Sierra Leone
3,1,1,1,12,Benin
3,1,1,1,23,China
3,1,1,1,36,Germany
3,1,1,1,107,Netherlands
3,1,1,1,101,Sweden
3,1,1,1,109,Trinidad and Tobago
3,1,10,12,36,Germany
3,1,10,12,113,USA
3,1,10,7,117,United Kingdom
3,1,10,3,6,Australia
3,1,10,3,20,Canada
3,1,10,3,51,Japan
3,1,10,2,28,Denmark
3,1,10,2,1,N/A
3,1,10,2,75,Norway
3,1,10,2,95,South Africa
3,1,10,2,97,Spain
3,1,10,1,7,Austria
3,1,10,1,23,China
3,1,10,1,49,Italy
3,1,10,1,107,Netherlands
3,1,10,1,81,Philippines
3,1,10,1,82,Poland
3,1,10,1,101,Sweden
3,1,10,1,102,Switzerland
3,1,11,11,113,USA
3,1,11,4,117,United Kingdom
3,1,11,3,6,Australia
3,1,11,3,20,Canada
3,1,11,3,36,Germany
3,1,11,2,7,Austria
3,1,11,2,35,France
3,1,11,2,51,Japan
3,1,11,2,102,Switzerland
3,1,11,1,10,Belgium
3,1,11,1,23,China
3,1,11,1,1,N/A
3,1,11,1,73,New Zealand
3,1,11,1,86,Russian Federation
3,1,11,1,120,Venezuela
3,1,11,1,121,Vietnam
3,1,12,16,113,USA
3,1,12,9,117,United Kingdom
3,1,12,3,20,Canada
3,1,12,3,36,Germany
3,1,12,2,6,Australia
3,1,12,1,5,Argentina
3,1,12,1,16,Brazil
3,1,12,1,1,N/A
3,1,13,6,113,USA
3,1,13,3,117,United Kingdom
3,1,13,1,6,Australia
3,1,13,1,34,Finland
3,1,13,1,107,Netherlands
3,1,13,1,73,New Zealand
3,1,13,1,102,Switzerland
3,1,13,1,120,Venezuela
3,1,14,3,113,USA
3,1,14,2,120,Venezuela
3,1,14,1,75,Norway
3,1,14,1,101,Sweden
3,1,2,71,113,USA
3,1,2,12,117,United Kingdom
3,1,2,10,6,Australia
3,1,2,9,20,Canada
3,1,2,8,86,Russian Federation
3,1,2,6,36,Germany
3,1,2,4,23,China
3,1,2,4,35,France
3,1,2,4,1,N/A
3,1,2,3,73,New Zealand
3,1,2,3,102,Switzerland
3,1,2,2,34,Finland
3,1,2,2,44,India
3,1,2,2,53,Kenya
3,1,2,2,107,Netherlands
3,1,2,2,75,Norway
3,1,2,2,101,Sweden
3,1,2,1,16,Brazil
3,1,2,1,27,Czech Republic
3,1,2,1,28,Denmark
3,1,2,1,97,Spain
3,1,2,1,123,Zimbabwe
3,1,3,23,113,USA
3,1,3,13,36,Germany
3,1,3,6,35,France
3,1,3,6,117,United Kingdom
3,1,3,4,6,Australia
3,1,3,3,102,Switzerland
3,1,3,2,51,Japan
3,1,3,1,10,Belgium
3,1,3,1,49,Italy
3,1,3,1,64,Mexico
3,1,3,1,73,New Zealand
3,1,3,1,95,South Africa
3,1,3,1,120,Venezuela
3,1,4,33,113,USA
3,1,4,7,36,Germany
3,1,4,7,75,Norway
3,1,4,5,117,United Kingdom
3,1,4,3,6,Australia
3,1,4,3,107,Netherlands
3,1,4,3,102,Switzerland
3,1,4,2,49,Italy
3,1,4,1,7,Austria
3,1,4,1,10,Belgium
3,1,4,1,16,Brazil
3,1,4,1,20,Canada
3,1,4,1,23,China
3,1,4,1,35,France
3,1,4,1,38,Greece
3,1,4,1,1,N/A
3,1,4,1,104,Tanzania
3,1,5,30,113,USA
3,1,5,6,36,Germany
3,1,5,5,20,Canada
3,1,5,3,49,Italy
3,1,5,3,117,United Kingdom
3,1,5,2,35,France
3,1,5,2,51,Japan
3,1,5,2,107,Netherlands
3,1,5,1,6,Australia
3,1,5,1,44,India
3,1,5,1,53,Kenya
3,1,5,1,95,South Africa
3,1,5,1,123,Zimbabwe
3,1,6,16,113,USA
3,1,6,7,117,United Kingdom
3,1,6,4,36,Germany
3,1,6,3,107,Netherlands
3,1,6,3,75,Norway
3,1,6,2,6,Australia
3,1,6,2,35,France
3,1,6,2,101,Sweden
3,1,6,1,20,Canada
3,1,6,1,23,China
3,1,6,1,44,India
3,1,6,1,51,Japan
3,1,6,1,102,Switzerland
3,1,7,37,113,USA
3,1,7,6,117,United Kingdom
3,1,7,5,36,Germany
3,1,7,4,35,France
3,1,7,3,6,Australia
3,1,7,3,20,Canada
3,1,7,3,86,Russian Federation
3,1,7,3,102,Switzerland
3,1,7,2,51,Japan
3,1,7,2,107,Netherlands
3,1,7,1,122,Zambia
3,1,8,25,113,USA
3,1,8,8,6,Australia
3,1,8,8,35,France
3,1,8,8,117,United Kingdom
3,1,8,7,20,Canada
3,1,8,6,51,Japan
3,1,8,5,36,Germany
3,1,8,2,23,China
3,1,8,2,86,Russian Federation
3,1,8,1,10,Belgium
3,1,8,1,53,Kenya
3,1,8,1,1,N/A
3,1,9,12,113,USA
3,1,9,9,36,Germany
3,1,9,6,20,Canada
3,1,9,4,117,United Kingdom
3,1,9,3,51,Japan
3,1,9,2,6,Australia
3,1,9,1,60,Malaysia
3,1,9,1,96,South Korea
3,1,9,1,101,Sweden
3,1,9,1,102,Switzerland
3,1,TS,17,113,USA
3,1,TS,8,117,United Kingdom
3,1,TS,5,36,Germany
3,1,TS,4,6,Australia
3,1,TS,2,23,China
3,1,TS,2,95,South Africa
3,1,TS,2,102,Switzerland
3,1,TS,2,120,Venezuela
3,1,TS,1,16,Brazil
3,1,TS,1,20,Canada
3,1,TS,1,35,France
3,1,TS,1,44,India
3,1,TS,1,49,Italy
3,1,TS,1,60,Malaysia
3,1,TS,1,64,Mexico
3,1,TS,1,107,Netherlands
3,1,TS,1,73,New Zealand
3,1,TS,1,75,Norway
3,1,TS,1,86,Russian Federation
3,1,TS,1,109,Trinidad and Tobago
3,1,TS,1,123,Zimbabwe
3,2,1,5,113,USA
3,2,1,2,117,United Kingdom
3,2,1,1,6,Australia
3,2,1,1,10,Belgium
3,2,1,1,20,Canada
3,2,1,1,36,Germany
3,2,1,1,64,Mexico
3,2,1,1,74,Nigeria
3,2,1,1,101,Sweden
3,2,10,14,1,N/A
3,2,10,3,74,Nigeria
3,2,10,2,53,Kenya
3,2,10,2,117,United Kingdom
3,2,10,2,113,USA
3,2,10,1,15,Botswana
3,2,10,1,35,France
3,2,10,1,69,Morocco
3,2,10,1,89,Senegal
3,2,10,1,95,South Africa
3,2,10,1,106,The Gambia
3,2,10,1,115,Uganda
3,2,10,1,123,Zimbabwe
3,2,11,19,1,N/A
3,2,11,5,44,India
3,2,11,5,51,Japan
3,2,11,3,86,Russian Federation
3,2,11,3,113,USA
3,2,11,2,23,China
3,2,11,2,45,Indonesia
3,2,11,2,81,Philippines
3,2,11,2,117,United Kingdom
3,2,11,1,15,Botswana
3,2,11,1,20,Canada
3,2,11,1,48,Israel
3,2,11,1,60,Malaysia
3,2,11,1,72,Nepal
3,2,11,1,101,Sweden
3,2,11,1,119,Uzbekistan
3,2,12,27,1,N/A
3,2,12,6,6,Australia
3,2,12,4,73,New Zealand
3,2,12,3,113,USA
3,2,12,1,117,United Kingdom
3,2,13,27,1,N/A
3,2,13,9,117,United Kingdom
3,2,13,2,34,Finland
3,2,13,2,36,Germany
3,2,13,2,101,Sweden
3,2,13,1,10,Belgium
3,2,13,1,107,Netherlands
3,2,13,1,75,Norway
3,2,13,1,82,Poland
3,2,13,1,83,Portugal
3,2,13,1,93,Slovakia
3,2,14,12,1,N/A
3,2,14,5,5,Argentina
3,2,14,4,16,Brazil
3,2,14,2,64,Mexico
3,2,14,2,120,Venezuela
3,2,14,1,22,Chile
3,2,14,1,25,Costa Rica
3,2,14,1,26,Cuba
3,2,15,7,113,USA
3,2,15,6,20,Canada
3,2,15,4,1,N/A
3,2,15,1,36,Germany
3,2,15,1,64,Mexico
3,2,15,1,117,United Kingdom
3,2,16,4,20,Canada
3,2,16,4,1,N/A
3,2,16,3,86,Russian Federation
3,2,16,2,75,Norway
3,2,16,2,113,USA
3,2,16,1,6,Australia
3,2,16,1,23,China
3,2,16,1,73,New Zealand
3,2,16,1,117,United Kingdom
3,2,17,5,1,N/A
3,2,17,3,113,USA
3,2,17,2,36,Germany
3,2,17,1,9,Barbados
3,2,17,1,23,China
3,2,17,1,44,India
3,2,17,1,51,Japan
3,2,17,1,53,Kenya
3,2,17,1,61,Maldives
3,2,17,1,62,Malta
3,2,17,1,63,Mauritius
3,2,17,1,87,Samoa
3,2,17,1,90,Seychelles
3,2,17,1,92,Singapore
3,2,18,4,117,United Kingdom
3,2,18,3,20,Canada
3,2,18,2,1,N/A
3,2,18,2,113,USA
3,2,18,1,4,Antigua and Barbuda
3,2,18,1,8,Bangladesh
3,2,18,1,35,France
3,2,18,1,36,Germany
3,2,18,1,44,India
3,2,18,1,52,Kazakhstan
3,2,19,7,113,USA
3,2,19,6,1,N/A
3,2,19,4,117,United Kingdom
3,2,19,2,107,Netherlands
3,2,19,1,6,Australia
3,2,19,1,20,Canada
3,2,19,1,23,China
3,2,19,1,44,India
3,2,19,1,48,Israel
3,2,19,1,53,Kenya
3,2,2,7,113,USA
3,2,2,4,1,N/A
3,2,2,2,36,Germany
3,2,2,2,73,New Zealand
3,2,2,2,117,United Kingdom
3,2,2,1,8,Bangladesh
3,2,2,1,20,Canada
3,2,2,1,44,India
3,2,2,1,51,Japan
3,2,3,7,1,N/A
3,2,3,4,117,United Kingdom
3,2,3,1,6,Australia
3,2,3,1,7,Austria
3,2,3,1,16,Brazil
3,2,3,1,34,Finland
3,2,3,1,44,India
3,2,3,1,107,Netherlands
3,2,3,1,86,Russian Federation
3,2,3,1,113,USA
3,2,4,2,23,China
3,2,4,2,86,Russian Federation
3,2,4,2,113,USA
3,2,4,1,5,Argentina
3,2,4,1,36,Germany
3,2,4,1,51,Japan
3,2,4,1,53,Kenya
3,2,4,1,1,N/A
3,2,4,1,83,Portugal
3,2,4,1,117,United Kingdom
3,2,5,14,1,N/A
3,2,5,9,113,USA
3,2,5,6,6,Australia
3,2,5,5,20,Canada
3,2,5,2,5,Argentina
3,2,5,2,23,China
3,2,5,2,36,Germany
3,2,5,2,102,Switzerland
3,2,5,2,117,United Kingdom
3,2,5,1,34,Finland
3,2,5,1,35,France
3,2,5,1,86,Russian Federation
3,2,5,1,106,The Gambia
3,2,6,2,20,Canada
3,2,6,1,5,Argentina
3,2,6,1,6,Australia
3,2,6,1,36,Germany
3,2,6,1,51,Japan
3,2,6,1,1,N/A
3,2,6,1,107,Netherlands
3,2,6,1,86,Russian Federation
3,2,6,1,113,USA
3,2,7,2,1,N/A
3,2,7,2,117,United Kingdom
3,2,7,1,20,Canada
3,2,7,1,44,India
3,2,7,1,51,Japan
3,2,7,1,64,Mexico
3,2,7,1,74,Nigeria
3,2,7,1,98,Sri Lanka
3,2,7,1,113,USA
3,2,8,4,1,N/A
3,2,8,3,117,United Kingdom
3,2,8,3,113,USA
3,2,8,2,20,Canada
3,2,8,2,36,Germany
3,2,8,2,107,Netherlands
3,2,8,1,5,Argentina
3,2,8,1,8,Bangladesh
3,2,9,6,1,N/A
3,2,9,3,113,USA
3,2,9,2,117,United Kingdom
3,2,9,1,5,Argentina
3,2,9,1,16,Brazil
3,2,9,1,44,India
3,2,9,1,51,Japan
3,2,9,1,53,Kenya
3,2,9,1,107,Netherlands
3,2,9,1,73,New Zealand
3,2,SPM,16,113,USA
3,2,SPM,6,20,Canada
3,2,SPM,6,117,United Kingdom
3,2,SPM,4,73,New Zealand
3,2,SPM,3,6,Australia
3,2,SPM,2,36,Germany
3,2,SPM,2,44,India
3,2,SPM,2,1,N/A
3,2,SPM,2,107,Netherlands
3,2,SPM,2,86,Russian Federation
3,2,SPM,1,5,Argentina
3,2,SPM,1,8,Bangladesh
3,2,SPM,1,9,Barbados
3,2,SPM,1,10,Belgium
3,2,SPM,1,16,Brazil
3,2,SPM,1,23,China
3,2,SPM,1,25,Costa Rica
3,2,SPM,1,34,Finland
3,2,SPM,1,45,Indonesia
3,2,SPM,1,51,Japan
3,2,SPM,1,52,Kazakhstan
3,2,SPM,1,53,Kenya
3,2,SPM,1,64,Mexico
3,2,SPM,1,75,Norway
3,2,SPM,1,87,Samoa
3,2,SPM,1,95,South Africa
3,2,SPM,1,106,The Gambia
3,2,SPM,1,120,Venezuela
3,2,SPM,1,123,Zimbabwe
3,2,TS,12,113,USA
3,2,TS,4,20,Canada
3,2,TS,4,117,United Kingdom
3,2,TS,3,6,Australia
3,2,TS,3,73,New Zealand
3,2,TS,2,16,Brazil
3,2,TS,2,36,Germany
3,2,TS,2,44,India
3,2,TS,2,1,N/A
3,2,TS,2,86,Russian Federation
3,2,TS,1,8,Bangladesh
3,2,TS,1,9,Barbados
3,2,TS,1,23,China
3,2,TS,1,25,Costa Rica
3,2,TS,1,34,Finland
3,2,TS,1,45,Indonesia
3,2,TS,1,51,Japan
3,2,TS,1,52,Kazakhstan
3,2,TS,1,53,Kenya
3,2,TS,1,64,Mexico
3,2,TS,1,107,Netherlands
3,2,TS,1,87,Samoa
3,2,TS,1,106,The Gambia
3,2,TS,1,120,Venezuela
3,2,TS,1,123,Zimbabwe
3,3,1,9,113,USA
3,3,1,3,44,India
3,3,1,2,117,United Kingdom
3,3,1,1,16,Brazil
3,3,1,1,26,Cuba
3,3,1,1,36,Germany
3,3,1,1,53,Kenya
3,3,1,1,1,N/A
3,3,1,1,107,Netherlands
3,3,10,5,113,USA
3,3,10,3,36,Germany
3,3,10,3,1,N/A
3,3,10,2,28,Denmark
3,3,10,1,8,Bangladesh
3,3,10,1,35,France
3,3,10,1,48,Israel
3,3,10,1,49,Italy
3,3,10,1,51,Japan
3,3,10,1,64,Mexico
3,3,10,1,75,Norway
3,3,10,1,86,Russian Federation
3,3,10,1,96,South Korea
3,3,10,1,104,Tanzania
3,3,2,5,51,Japan
3,3,2,4,113,USA
3,3,2,3,7,Austria
3,3,2,2,23,China
3,3,2,2,107,Netherlands
3,3,2,2,117,United Kingdom
3,3,2,1,16,Brazil
3,3,2,1,20,Canada
3,3,2,1,36,Germany
3,3,2,1,44,India
3,3,2,1,74,Nigeria
3,3,2,1,75,Norway
3,3,2,1,86,Russian Federation
3,3,3,14,113,USA
3,3,3,4,107,Netherlands
3,3,3,4,117,United Kingdom
3,3,3,3,51,Japan
3,3,3,2,16,Brazil
3,3,3,2,23,China
3,3,3,2,44,India
3,3,3,2,1,N/A
3,3,3,1,7,Austria
3,3,3,1,26,Cuba
3,3,3,1,36,Germany
3,3,3,1,42,Hungary
3,3,3,1,73,New Zealand
3,3,4,6,113,USA
3,3,4,2,20,Canada
3,3,4,2,34,Finland
3,3,4,1,16,Brazil
3,3,4,1,44,India
3,3,4,1,51,Japan
3,3,4,1,60,Malaysia
3,3,4,1,64,Mexico
3,3,4,1,107,Netherlands
3,3,4,1,75,Norway
3,3,4,1,80,Peru
3,3,5,3,113,USA
3,3,5,2,20,Canada
3,3,5,2,117,United Kingdom
3,3,5,1,5,Argentina
3,3,5,1,10,Belgium
3,3,5,1,16,Brazil
3,3,5,1,35,France
3,3,5,1,44,India
3,3,5,1,45,Indonesia
3,3,5,1,51,Japan
3,3,5,1,1,N/A
3,3,5,1,80,Peru
3,3,5,1,122,Zambia
3,3,6,6,113,USA
3,3,6,3,117,United Kingdom
3,3,6,2,44,India
3,3,6,2,51,Japan
3,3,6,2,1,N/A
3,3,6,1,20,Canada
3,3,6,1,22,Chile
3,3,6,1,23,China
3,3,6,1,28,Denmark
3,3,6,1,36,Germany
3,3,6,1,107,Netherlands
3,3,6,1,80,Peru
3,3,6,1,86,Russian Federation
3,3,6,1,101,Sweden
3,3,6,1,102,Switzerland
3,3,7,2,23,China
3,3,7,2,113,USA
3,3,7,1,16,Brazil
3,3,7,1,35,France
3,3,7,1,36,Germany
3,3,7,1,51,Japan
3,3,7,1,1,N/A
3,3,8,4,113,USA
3,3,8,3,75,Norway
